company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_name,investor_region,funding_round_type,metric
Recurve,,,,,,,,,Recurve        
Solar Universe,,,,,,,,,Solar Universe        
Minco Technology Labs,,,,,,,,,Minco Technology Labs        
Gridtential Energy,,,,,,,,,Gridtential Energy        
Addvocate,,,,,,,,,Addvocate        
Measureful,,,,,,,,,Measureful        
Cohealo,,,,,,,,,Cohealo        
MediaTrust,,,,,,,,,MediaTrust        
ProcessUnity,,,,,,,,,ProcessUnity        
Gust,,,,,,,,,Gust        
ConjuGon,,,,,,,,,ConjuGon        
The New Hive,,,,,,,,,The New Hive        
Chubbies Shorts,,,,,,,,,Chubbies Shorts        
Swing by Swing,,,,,,,,,Swing by Swing        
Friendemic,,,,,,,,,Friendemic        
27 bards,,,,,,,,,27 bards        
MobileDataforce,,,,,,,,,MobileDataforce        
Autobook Now,,,,,,,,,Autobook Now        
Kashless,,,,,,,,,Kashless        
Storm Exchange,,,,,,,,,Storm Exchange        
Tykoon,,,,,,,,,Tykoon        
Paperless Post,,,,,,,,,Paperless Post        
Lift,,,,,,,,,Lift        
Shake,,,,,,,,,Shake        
Vine,,,,,,,,,Vine        
mobiTeris,,,,,,,,,mobiTeris        
K2 Intelligence,,,,,,,,,K2 Intelligence        
Kroll Bond Rating Agency,,,,,,,,,Kroll Bond Rating Agency        
Tippr,,,,,,,,,Tippr        
Boom Financial,,,,,,,,,Boom Financial        
Scout Analytics,,,,,,,,,Scout Analytics        
Peek & Co,,,,,,,,,Peek & Co        
Shodogg,,,,,,,,,Shodogg        
D2C Games,,,,,,,,,D2C Games        
StopTheHacker,,,,,,,,,StopTheHacker        
Station X,,,,,,,,,Station X        
Venturocket,,,,,,,,,Venturocket        
Dipity,,,,,,,,,Dipity        
TwoFish,,,,,,,,,TwoFish        
Velocify,,,,,,,,,Velocify        
Hidden City Games,,,,,,,,,Hidden City Games        
Fulcrum Bioenergy,,,,,,,,,Fulcrum Bioenergy        
ThermaSource,,,,,,,,,ThermaSource        
iCopyright,,,,,,,,,iCopyright        
PayDragon,,,,,,,,,PayDragon        
Advanced Diamond Technologies,,,,,,,,,Advanced Diamond Technologies        
Invodo,,,,,,,,,Invodo        
Callvine,,,,,,,,,Callvine        
Tango Health,,,,,,,,,Tango Health        
Kimbia,,,,,,,,,Kimbia        
BlueCava,,,,,,,,,BlueCava        
TVA Medical,,,,,,,,,TVA Medical        
Clinicient,,,,,,,,,Clinicient        
Skydeck,,,,,,,,,Skydeck        
Cybernet Software Systems,,,,,,,,,Cybernet Software Systems        
Laureate Pharma,,,,,,,,,Laureate Pharma        
MediProPharma,,,,,,,,,MediProPharma        
VisualShare,,,,,,,,,VisualShare        
Titan Gaming,,,,,,,,,Titan Gaming        
Cellular Dynamics International,,,,,,,,,Cellular Dynamics International        
MasterImage 3D,,,,,,,,,MasterImage 3D        
UpOut,,,,,,,,,UpOut        
Lab42,,,,,,,,,Lab42        
CakeStyle,,,,,,,,,CakeStyle        
TheraVida,,,,,,,,,TheraVida        
BioPro Pharmaceutical,,,,,,,,,BioPro Pharmaceutical        
Local Matters,,,,,,,,,Local Matters        
Farelogix,,,,,,,,,Farelogix        
Genometry,,,,,,,,,Genometry        
BioStable,,,,,,,,,BioStable        
Molecular Templates,,,,,,,,,Molecular Templates        
Terapio,,,,,,,,,Terapio        
Lavante,,,,,,,,,Lavante        
"Alteryx, Inc.",,,,,,,,,"Alteryx, Inc.        "
eHarmony,,,,,,,,,eHarmony        
Ziften Technologies,,,,,,,,,Ziften Technologies        
Lightspeed Audio Labs,,,,,,,,,Lightspeed Audio Labs        
Telcentris,,,,,,,,,Telcentris        
Quark Pharmaceuticals,,,,,,,,,Quark Pharmaceuticals        
Vigilix,,,,,,,,,Vigilix        
Quintesocial,,,,,,,,,Quintesocial        
Immunologix,,,,,,,,,Immunologix        
GreenWizard,,,,,,,,,GreenWizard        
Terressentia,,,,,,,,,Terressentia        
Zipit Wireless,,,,,,,,,Zipit Wireless        
CypherMax,,,,,,,,,CypherMax        
Flypaper,,,,,,,,,Flypaper        
Zixi,,,,,,,,,Zixi        
MediaSilo,,,,,,,,,MediaSilo        
Heartscape,,,,,,,,,Heartscape        
Cyclacel Pharmaceuticals,,,,,,,,,Cyclacel Pharmaceuticals        
GateGuru,,,,,,,,,GateGuru        
Sportsvite,,,,,,,,,Sportsvite        
Sverve,,,,,,,,,Sverve        
Unite Us,,,,,,,,,Unite Us        
Anystream,,,,,,,,,Anystream        
FourthWall Media,,,,,,,,,FourthWall Media        
CareCam Innovations,,,,,,,,,CareCam Innovations        
All Copy Products,,,,,,,,,All Copy Products        
QuVIS,,,,,,,,,QuVIS        
Mountain Alarm,,,,,,,,,Mountain Alarm        
Voxel (Internap),,,,,,,,,Voxel (Internap)        
Logicworks,,,,,,,,,Logicworks        
NanoViricides,,,,,,,,,NanoViricides        
Newsvine,,,,,,,,,Newsvine        
TalentSpring,,,,,,,,,TalentSpring        
Atomic Moguls,,,,,,,,,Atomic Moguls        
JeNu Biosciences,,,,,,,,,JeNu Biosciences        
abeo,,,,,,,,,abeo        
Adesso Solutions,,,,,,,,,Adesso Solutions        
Massage Envy,,,,,,,,,Massage Envy        
HomeSphere,,,,,,,,,HomeSphere        
Indicative Software,,,,,,,,,Indicative Software        
YouTube,,,,,,,,,YouTube        
Zappos,,,,,,,,,Zappos        
Collactive,,,,,,,,,Collactive        
Cisco,,,,,,,,,Cisco        
Litepoint,,,,,,,,,Litepoint        
GameGround,,,,,,,,,GameGround        
eCardio,,,,,,,,,eCardio        
Y Combinator,,,,,,,,,Y Combinator        
SCIOinspire,,,,,,,,,SCIOinspire        
ServiceNow,,,,,,,,,ServiceNow        
Acton Pharmaceuticals,,,,,,,,,Acton Pharmaceuticals        
Green Dot Corporation,,,,,,,,,Green Dot Corporation        
Pocket Gems,,,,,,,,,Pocket Gems        
Churn Labs,,,,,,,,,Churn Labs        
WhatsApp,,,,,,,,,WhatsApp        
Mu Sigma,,,,,,,,,Mu Sigma        
Flickme,,,,,,,,,Flickme        
Roambi,,,,,,,,,Roambi        
Trippy,,,,,,,,,Trippy        
Medallia,,,,,,,,,Medallia        
Versa Networks,,,,,,,,,Versa Networks        
Chartboost,,,,,,,,,Chartboost        
EndoChoice,,,,,,,,,EndoChoice        
MadeiraCloud,,,,,,,,,MadeiraCloud        
Skyhigh Networks,,,,,,,,,Skyhigh Networks        
Stella & Dot,,,,,,,,,Stella & Dot        
ThousandEyes,,,,,,,,,ThousandEyes        
"Kiwi, Inc.",,,,,,,,,"Kiwi, Inc.        "
Zazma,,,,,,,,,Zazma        
RallyOn,,,,,,,,,RallyOn        
Astonish Results,,,,,,,,,Astonish Results        
United Allergy Services,,,,,,,,,United Allergy Services        
Safety Services Company,,,,,,,,,Safety Services Company        
Optimal Blue,,,,,,,,,Optimal Blue        
Good + Geek,,,,,,,,,Good + Geek        
Presto Engineering,,,,,,,,,Presto Engineering        
OrganizedWisdom,,,,,,,,,OrganizedWisdom        
Seamless North America,,,,,,,,,Seamless North America        
Ripple Technologies,,,,,,,,,Ripple Technologies        
Ryzing,,,,,,,,,Ryzing        
Benjamin's Desk,,,,,,,,,Benjamin's Desk        
BioBehavioral Diagnostics,,,,,,,,,BioBehavioral Diagnostics        
Market6,,,,,,,,,Market6        
InstaJob,,,,,,,,,InstaJob        
NetSocket,,,,,,,,,NetSocket        
CoAdna Photonics,,,,,,,,,CoAdna Photonics        
RealtyShares,,,,,,,,,RealtyShares        
Mobilitie,,,,,,,,,Mobilitie        
INgrooves,,,,,,,,,INgrooves        
Uptake,,,,,,,,,Uptake        
SayNow,,,,,,,,,SayNow        
Doostang,,,,,,,,,Doostang        
Marketcetera,,,,,,,,,Marketcetera        
Mocana,,,,,,,,,Mocana        
StoreFront.net,,,,,,,,,StoreFront.net        
VoloMetrix,,,,,,,,,VoloMetrix        
Cohere Networks,,,,,,,,,Cohere Networks        
Passenger,,,,,,,,,Passenger        
Farmigo,,,,,,,,,Farmigo        
HALFPOPS,,,,,,,,,HALFPOPS        
Predictify,,,,,,,,,Predictify        
Lionside,,,,,,,,,Lionside        
ShoutNow,,,,,,,,,ShoutNow        
Looxii,,,,,,,,,Looxii        
ezCater,,,,,,,,,ezCater        
Dune Networks,,,,,,,,,Dune Networks        
Encelium Technologies,,,,,,,,,Encelium Technologies        
Groupsite,,,,,,,,,Groupsite        
Make It Work,,,,,,,,,Make It Work        
MaestroDev,,,,,,,,,MaestroDev        
Phunware,,,,,,,,,Phunware        
Xyleme,,,,,,,,,Xyleme        
XCast Labs,,,,,,,,,XCast Labs        
Clupedia,,,,,,,,,Clupedia        
DigitalGlobe,,,,,,,,,DigitalGlobe        
Sitestar,,,,,,,,,Sitestar        
P4RC,,,,,,,,,P4RC        
Squabbler,,,,,,,,,Squabbler        
MyNewFinancialAdvisor,,,,,,,,,MyNewFinancialAdvisor        
Vokle,,,,,,,,,Vokle        
Revionics,,,,,,,,,Revionics        
Tenebril,,,,,,,,,Tenebril        
"Steelbox, Inc.",,,,,,,,,"Steelbox, Inc.        "
Thismoment,,,,,,,,,Thismoment        
Treasure Data,,,,,,,,,Treasure Data        
ScanCafe,,,,,,,,,ScanCafe        
Tervela,,,,,,,,,Tervela        
Envis,,,,,,,,,Envis        
Sychron Advanced Technologies,,,,,,,,,Sychron Advanced Technologies        
Seismic Software,,,,,,,,,Seismic Software        
OurStage,,,,,,,,,OurStage        
Zounds,,,,,,,,,Zounds        
DogTime Media,,,,,,,,,DogTime Media        
Triangulate,,,,,,,,,Triangulate        
Idle Games,,,,,,,,,Idle Games        
Kihon,,,,,,,,,Kihon        
Cie Games,,,,,,,,,Cie Games        
Dokkankom.com,,,,,,,,,Dokkankom.com        
MXD3D,,,,,,,,,MXD3D        
Braintech,,,,,,,,,Braintech        
Tachyon Networks,,,,,,,,,Tachyon Networks        
eVestment,,,,,,,,,eVestment        
Location Based Technologies,,,,,,,,,Location Based Technologies        
Active-Semi,,,,,,,,,Active-Semi        
Zoom Telephonics,,,,,,,,,Zoom Telephonics        
Freedom Meditech,,,,,,,,,Freedom Meditech        
AccessData,,,,,,,,,AccessData        
CoreDial,,,,,,,,,CoreDial        
Yashi,,,,,,,,,Yashi        
Traycer Diagnostic Systems,,,,,,,,,Traycer Diagnostic Systems        
Mobile Messenger,,,,,,,,,Mobile Messenger        
CopperEgg Corporation,,,,,,,,,CopperEgg Corporation        
Forsake,,,,,,,,,Forsake        
adSage,,,,,,,,,adSage        
Pacinian,,,,,,,,,Pacinian        
Colizer,,,,,,,,,Colizer        
CleanScapes,,,,,,,,,CleanScapes        
Versify Solutions,,,,,,,,,Versify Solutions        
Easy Metrics,,,,,,,,,Easy Metrics        
Sim Ops Studios,,,,,,,,,Sim Ops Studios        
Ministry of Supply,,,,,,,,,Ministry of Supply        
Kuznech,,,,,,,,,Kuznech        
Proton Digital Systems,,,,,,,,,Proton Digital Systems        
Tizra,,,,,,,,,Tizra        
Location,,,,,,,,,Location        
WaveSyndicate,,,,,,,,,WaveSyndicate        
Genome,,,,,,,,,Genome        
RightPath Payments,,,,,,,,,RightPath Payments        
CytoSolv,,,,,,,,,CytoSolv        
Alektrona,,,,,,,,,Alektrona        
VoltServer,,,,,,,,,VoltServer        
Lucidux,,,,,,,,,Lucidux        
Enhanced Energy Group,,,,,,,,,Enhanced Energy Group        
Veotag,,,,,,,,,Veotag        
AccuDraft,,,,,,,,,AccuDraft        
7 Billion People,,,,,,,,,7 Billion People        
Fanium,,,,,,,,,Fanium        
Affinaquest,,,,,,,,,Affinaquest        
PureVideo Networks,,,,,,,,,PureVideo Networks        
Paltalk,,,,,,,,,Paltalk        
BeliefNet,,,,,,,,,BeliefNet        
FooMojo,,,,,,,,,FooMojo        
Work Market,,,,,,,,,Work Market        
Z80 Labs Technology Incubator,,,,,,,,,Z80 Labs Technology Incubator        
KnowRe,,,,,,,,,KnowRe        
Space Pencil,,,,,,,,,Space Pencil        
iGroup Network,,,,,,,,,iGroup Network        
FreshPlanet,,,,,,,,,FreshPlanet        
Nuzzel,,,,,,,,,Nuzzel        
SmartShoot,,,,,,,,,SmartShoot        
Mission Motors,,,,,,,,,Mission Motors        
Ohloh,,,,,,,,,Ohloh        
evermind,,,,,,,,,evermind        
Integrity IT Solutions,,,,,,,,,Integrity IT Solutions        
Vizerra,,,,,,,,,Vizerra        
Kredits,,,,,,,,,Kredits        
Federated Sample,,,,,,,,,Federated Sample        
Mindshare Technologies,,,,,,,,,Mindshare Technologies        
Sun & Skin Care Research,,,,,,,,,Sun & Skin Care Research        
Etix,,,,,,,,,Etix        
AVIcode,,,,,,,,,AVIcode        
Zift Solutions,,,,,,,,,Zift Solutions        
Bislr,,,,,,,,,Bislr        
Adea,,,,,,,,,Adea        
Converged Access,,,,,,,,,Converged Access        
Inform Technologies,,,,,,,,,Inform Technologies        
thePlatform,,,,,,,,,thePlatform        
ConvertMedia,,,,,,,,,ConvertMedia        
Consumer United,,,,,,,,,Consumer United        
Jelly HQ,,,,,,,,,Jelly HQ        
Visualant,,,,,,,,,Visualant        
Zango,,,,,,,,,Zango        
The Generations Network,,,,,,,,,The Generations Network        
Interbank FX,,,,,,,,,Interbank FX        
finalsite,,,,,,,,,finalsite        
HyperActive Technologies,,,,,,,,,HyperActive Technologies        
Organovo Holdings,,,,,,,,,Organovo Holdings        
InVivo Therapeutics,,,,,,,,,InVivo Therapeutics        
DealDash,,,,,,,,,DealDash        
ener.co,,,,,,,,,ener.co        
Infrascale,,,,,,,,,Infrascale        
8thBridge,,,,,,,,,8thBridge        
FamilyFinds,,,,,,,,,FamilyFinds        
Control Medical Technology,,,,,,,,,Control Medical Technology        
EndoEvolution,,,,,,,,,EndoEvolution        
H_REL,,,,,,,,,H_REL        
Mosaic,,,,,,,,,Mosaic        
Amulet Pharmaceuticals,,,,,,,,,Amulet Pharmaceuticals        
Avisena,,,,,,,,,Avisena        
Profit Point,,,,,,,,,Profit Point        
Spruce Media,,,,,,,,,Spruce Media        
Peerless Network,,,,,,,,,Peerless Network        
Hospitalists Now,,,,,,,,,Hospitalists Now        
Carolus Therapeutics,,,,,,,,,Carolus Therapeutics        
CityCiv,,,,,,,,,CityCiv        
New Era Portfolio,,,,,,,,,New Era Portfolio        
OpinionLab,,,,,,,,,OpinionLab        
Cal Coast Data Entry,,,,,,,,,Cal Coast Data Entry        
Bonfyre,,,,,,,,,Bonfyre        
Delfigo Security,,,,,,,,,Delfigo Security        
Veloxum Corporation,,,,,,,,,Veloxum Corporation        
Maple Farm Media,,,,,,,,,Maple Farm Media        
SiteWit,,,,,,,,,SiteWit        
GroupSwim,,,,,,,,,GroupSwim        
Notice Technologies,,,,,,,,,Notice Technologies        
SandLinks,,,,,,,,,SandLinks        
HAUL,,,,,,,,,HAUL        
Sutherland Global Services,,,,,,,,,Sutherland Global Services        
KineMed,,,,,,,,,KineMed        
5th Finger,,,,,,,,,5th Finger        
Aruspex,,,,,,,,,Aruspex        
Impedance Cardiology Systems,,,,,,,,,Impedance Cardiology Systems        
Quickcomm Software Solutions,,,,,,,,,Quickcomm Software Solutions        
Nitro,,,,,,,,,Nitro        
Aktana,,,,,,,,,Aktana        
ZeroCater,,,,,,,,,ZeroCater        
LiveNinja,,,,,,,,,LiveNinja        
SwipeGood,,,,,,,,,SwipeGood        
SurgeryEdu,,,,,,,,,SurgeryEdu        
Limk,,,,,,,,,Limk        
Jogabo,,,,,,,,,Jogabo        
FieldSolutions,,,,,,,,,FieldSolutions        
Authorly,,,,,,,,,Authorly        
Rackup,,,,,,,,,Rackup        
Nautilus Solar Energy,,,,,,,,,Nautilus Solar Energy        
Shaser,,,,,,,,,Shaser        
11i Solutions,,,,,,,,,11i Solutions        
BrightScope,,,,,,,,,BrightScope        
IO.com,,,,,,,,,IO.com        
School of Rock,,,,,,,,,School of Rock        
First Choice Emergency Room,,,,,,,,,First Choice Emergency Room        
Desert Industrial X-Ray,,,,,,,,,Desert Industrial X-Ray        
SecureNet Payment Systems,,,,,,,,,SecureNet Payment Systems        
The Multiverse Network,,,,,,,,,The Multiverse Network        
Punchey,,,,,,,,,Punchey        
Urban Mapping,,,,,,,,,Urban Mapping        
Briabe Mobile,,,,,,,,,Briabe Mobile        
Blue Lava Group,,,,,,,,,Blue Lava Group        
Auction.com,,,,,,,,,Auction.com        
Bricsnet,,,,,,,,,Bricsnet        
Asoka,,,,,,,,,Asoka        
Com2uS Corp.,,,,,,,,,Com2uS Corp.        
Silego Technology,,,,,,,,,Silego Technology        
Greenlight Technologies,,,,,,,,,Greenlight Technologies        
Wallit,,,,,,,,,Wallit        
Averail,,,,,,,,,Averail        
Flint,,,,,,,,,Flint        
Cloudwords,,,,,,,,,Cloudwords        
WinDensity,,,,,,,,,WinDensity        
AzoogleAds,,,,,,,,,AzoogleAds        
Folica,,,,,,,,,Folica        
Sandata,,,,,,,,,Sandata        
Turtle Beach,,,,,,,,,Turtle Beach        
eMarketer,,,,,,,,,eMarketer        
Audio Network,,,,,,,,,Audio Network        
"Breathometer, Inc.",,,,,,,,,"Breathometer, Inc.        "
Environmental Operating Solutions,,,,,,,,,Environmental Operating Solutions        
Liquor.com,,,,,,,,,Liquor.com        
ZoomSafer,,,,,,,,,ZoomSafer        
Mirador Biomedical,,,,,,,,,Mirador Biomedical        
Tiny Prints,,,,,,,,,Tiny Prints        
NetWitness,,,,,,,,,NetWitness        
Casa Systems,,,,,,,,,Casa Systems        
B&W Tek,,,,,,,,,B&W Tek        
Winshuttle,,,,,,,,,Winshuttle        
M/A-COM,,,,,,,,,M/A-COM        
Access Information Management,,,,,,,,,Access Information Management        
CareCentrix,,,,,,,,,CareCentrix        
Wowza Media,,,,,,,,,Wowza Media        
Philz Coffee,,,,,,,,,Philz Coffee        
RiskIQ,,,,,,,,,RiskIQ        
WebAction,,,,,,,,,WebAction        
Issuu,,,,,,,,,Issuu        
Netformx,,,,,,,,,Netformx        
Offers.com,,,,,,,,,Offers.com        
PaySimple,,,,,,,,,PaySimple        
iCIMS,,,,,,,,,iCIMS        
Suncore Inc,,,,,,,,,Suncore Inc        
EQAL,,,,,,,,,EQAL        
CitizenNet,,,,,,,,,CitizenNet        
Evri,,,,,,,,,Evri        
Tellme,,,,,,,,,Tellme        
Humble Bundle,,,,,,,,,Humble Bundle        
Cook Taste Eat,,,,,,,,,Cook Taste Eat        
Cabana,,,,,,,,,Cabana        
Elastic,,,,,,,,,Elastic        
ElationEMR,,,,,,,,,ElationEMR        
Embly,,,,,,,,,Embly        
HelpScore,,,,,,,,,HelpScore        
Periscope,,,,,,,,,Periscope        
LearnUp,,,,,,,,,LearnUp        
Lever,,,,,,,,,Lever        
Vayable,,,,,,,,,Vayable        
Simple,,,,,,,,,Simple        
Lockitron,,,,,,,,,Lockitron        
Leftronic,,,,,,,,,Leftronic        
Kinnek,,,,,,,,,Kinnek        
Dojo,,,,,,,,,Dojo        
Grouper,,,,,,,,,Grouper        
Gerson Lehrman Group,,,,,,,,,Gerson Lehrman Group        
FoundationDB,,,,,,,,,FoundationDB        
FitOrbit,,,,,,,,,FitOrbit        
beatlab,,,,,,,,,beatlab        
SB Nation,,,,,,,,,SB Nation        
Shop Hers,,,,,,,,,Shop Hers        
THE MELT,,,,,,,,,THE MELT        
PS DEPT.,,,,,,,,,PS DEPT.        
Who What Wear,,,,,,,,,Who What Wear        
PanOptica,,,,,,,,,PanOptica        
Cyterix Pharmaceuticals,,,,,,,,,Cyterix Pharmaceuticals        
Cibiem,,,,,,,,,Cibiem        
Taggstr,,,,,,,,,Taggstr        
appbackr,,,,,,,,,appbackr        
StillSecure,,,,,,,,,StillSecure        
The Bartech Group,,,,,,,,,The Bartech Group        
Viableware,,,,,,,,,Viableware        
Poken,,,,,,,,,Poken        
Symphony Dynamo,,,,,,,,,Symphony Dynamo        
Heatwave Interactive,,,,,,,,,Heatwave Interactive        
LikeList,,,,,,,,,LikeList        
DubMeNow,,,,,,,,,DubMeNow        
ShowUhow,,,,,,,,,ShowUhow        
Evergram,,,,,,,,,Evergram        
Clean World Partners,,,,,,,,,Clean World Partners        
Wild Brain,,,,,,,,,Wild Brain        
Surf Canyon,,,,,,,,,Surf Canyon        
Boxfish,,,,,,,,,Boxfish        
Numecent,,,,,,,,,Numecent        
TEOCO Corporation,,,,,,,,,TEOCO Corporation        
"2nd Story Software, Inc.",,,,,,,,,"2nd Story Software, Inc.        "
MedSolutions,,,,,,,,,MedSolutions        
Stadion Money Management,,,,,,,,,Stadion Money Management        
Coaxis,,,,,,,,,Coaxis        
Nintex,,,,,,,,,Nintex        
Fractal Analytics,,,,,,,,,Fractal Analytics        
Prometheus Group,,,,,,,,,Prometheus Group        
Bluepay,,,,,,,,,Bluepay        
Caldera Pharmaceuticals,,,,,,,,,Caldera Pharmaceuticals        
Local Corporation,,,,,,,,,Local Corporation        
Ikanos,,,,,,,,,Ikanos        
Fracture,,,,,,,,,Fracture        
Localyte.com,,,,,,,,,Localyte.com        
Juice In The City,,,,,,,,,Juice In The City        
Appington,,,,,,,,,Appington        
Daqri,,,,,,,,,Daqri        
Buzzient,,,,,,,,,Buzzient        
ipDatatel,,,,,,,,,ipDatatel        
Makana Solutions,,,,,,,,,Makana Solutions        
SigmaFlow,,,,,,,,,SigmaFlow        
Prodagio Software,,,,,,,,,Prodagio Software        
BrightQube,,,,,,,,,BrightQube        
Loopd,,,,,,,,,Loopd        
Masher Media,,,,,,,,,Masher Media        
RegeneMed,,,,,,,,,RegeneMed        
Transcepta,,,,,,,,,Transcepta        
AIRSIS,,,,,,,,,AIRSIS        
Multistat,,,,,,,,,Multistat        
Vigilistics,,,,,,,,,Vigilistics        
Cluepedia,,,,,,,,,Cluepedia        
Mobile-XL,,,,,,,,,Mobile-XL        
IntraStage,,,,,,,,,IntraStage        
Social Rewards,,,,,,,,,Social Rewards        
LendAmend,,,,,,,,,LendAmend        
Active Life Scientific,,,,,,,,,Active Life Scientific        
Infobionics,,,,,,,,,Infobionics        
Mineful,,,,,,,,,Mineful        
Atticous,,,,,,,,,Atticous        
Glass,,,,,,,,,Glass        
CrowdFeed,,,,,,,,,CrowdFeed        
eEvent,,,,,,,,,eEvent        
SeeMore Interactive,,,,,,,,,SeeMore Interactive        
XATA,,,,,,,,,XATA        
Automated Trading Desk,,,,,,,,,Automated Trading Desk        
Merkle,,,,,,,,,Merkle        
Intelligent Beauty,,,,,,,,,Intelligent Beauty        
MeetingSense Software,,,,,,,,,MeetingSense Software        
Gecko Audio,,,,,,,,,Gecko Audio        
Interactive Advisory Software,,,,,,,,,Interactive Advisory Software        
Unidym,,,,,,,,,Unidym        
GestureTek,,,,,,,,,GestureTek        
ME911,,,,,,,,,ME911        
CHF Technologies,,,,,,,,,CHF Technologies        
RareCyte,,,,,,,,,RareCyte        
Calient Technologies,,,,,,,,,Calient Technologies        
iPerceptions,,,,,,,,,iPerceptions        
Get Real Health,,,,,,,,,Get Real Health        
NEST Fragrances,,,,,,,,,NEST Fragrances        
MeetMeTix,,,,,,,,,MeetMeTix        
Creative Artists Agency,,,,,,,,,Creative Artists Agency        
AV Homes,,,,,,,,,AV Homes        
Catalist Homes,,,,,,,,,Catalist Homes        
NantWorks,,,,,,,,,NantWorks        
StyleZen,,,,,,,,,StyleZen        
Impulcity,,,,,,,,,Impulcity        
Modulus,,,,,,,,,Modulus        
ISBX,,,,,,,,,ISBX        
CitySquares,,,,,,,,,CitySquares        
Adept Cloud,,,,,,,,,Adept Cloud        
Brijot Imaging Systems,,,,,,,,,Brijot Imaging Systems        
Destineer,,,,,,,,,Destineer        
DotSpots,,,,,,,,,DotSpots        
Hotswap,,,,,,,,,Hotswap        
Mill River Labs,,,,,,,,,Mill River Labs        
Envoy Therapeutics,,,,,,,,,Envoy Therapeutics        
CollegeFanz,,,,,,,,,CollegeFanz        
CeeLite,,,,,,,,,CeeLite        
Yapmo,,,,,,,,,Yapmo        
Syapse,,,,,,,,,Syapse        
Propeller Health,,,,,,,,,Propeller Health        
CommonBond,,,,,,,,,CommonBond        
Taggs,,,,,,,,,Taggs        
VacationFutures,,,,,,,,,VacationFutures        
FireHost,,,,,,,,,FireHost        
Syndiant,,,,,,,,,Syndiant        
American Stem Cell,,,,,,,,,American Stem Cell        
qcue,,,,,,,,,qcue        
Salient Pharmaceuticals,,,,,,,,,Salient Pharmaceuticals        
Ensysce Biosciences,,,,,,,,,Ensysce Biosciences        
Palmaz Scientific,,,,,,,,,Palmaz Scientific        
ViroXis,,,,,,,,,ViroXis        
Fe3 Medical,,,,,,,,,Fe3 Medical        
KLD Energy Technologies,,,,,,,,,KLD Energy Technologies        
Cormedics,,,,,,,,,Cormedics        
Leonardo Biosystems,,,,,,,,,Leonardo Biosystems        
Admittance Technologies,,,,,,,,,Admittance Technologies        
Endorphin.me,,,,,,,,,Endorphin.me        
Silk Road Medical,,,,,,,,,Silk Road Medical        
Lonestar Heart,,,,,,,,,Lonestar Heart        
Garantia Data,,,,,,,,,Garantia Data        
Phone2Action,,,,,,,,,Phone2Action        
DataArt,,,,,,,,,DataArt        
Solar Notion,,,,,,,,,Solar Notion        
Lotus Tissue Repair,,,,,,,,,Lotus Tissue Repair        
SAGE Therapeutics,,,,,,,,,SAGE Therapeutics        
Ember Therapeutics,,,,,,,,,Ember Therapeutics        
Global Blood Therapeutics,,,,,,,,,Global Blood Therapeutics        
MyoKardia,,,,,,,,,MyoKardia        
Jounce Therapeutics,,,,,,,,,Jounce Therapeutics        
WiLinx,,,,,,,,,WiLinx        
Made2Manage Systems,,,,,,,,,Made2Manage Systems        
SRS,,,,,,,,,SRS        
W5 Networks,,,,,,,,,W5 Networks        
CAS Medical Systems,,,,,,,,,CAS Medical Systems        
GigaLogix,,,,,,,,,GigaLogix        
Tactus Technology,,,,,,,,,Tactus Technology        
Vyclone,,,,,,,,,Vyclone        
Axceler,,,,,,,,,Axceler        
FusionStorm,,,,,,,,,FusionStorm        
Optimus,,,,,,,,,Optimus        
Virurl,,,,,,,,,Virurl        
Ology Media,,,,,,,,,Ology Media        
SnapVolumes,,,,,,,,,SnapVolumes        
Versium Analytics,,,,,,,,,Versium Analytics        
anywayanyday,,,,,,,,,anywayanyday        
Therasis,,,,,,,,,Therasis        
ClariFI,,,,,,,,,ClariFI        
Maskless Lithography,,,,,,,,,Maskless Lithography        
BostInnovation,,,,,,,,,BostInnovation        
Dataguise,,,,,,,,,Dataguise        
News Distribution Network,,,,,,,,,News Distribution Network        
I-Shake,,,,,,,,,I-Shake        
Twitpay,,,,,,,,,Twitpay        
Mozido,,,,,,,,,Mozido        
MalibuIQ,,,,,,,,,MalibuIQ        
The BondFactor Company,,,,,,,,,The BondFactor Company        
The Doctor Gadget Company,,,,,,,,,The Doctor Gadget Company        
Forbes Travel Guide,,,,,,,,,Forbes Travel Guide        
Fanaticall,,,,,,,,,Fanaticall        
Remedy Systems,,,,,,,,,Remedy Systems        
ybuy,,,,,,,,,ybuy        
Cumulus Funding,,,,,,,,,Cumulus Funding        
Peppercoin,,,,,,,,,Peppercoin        
Aragon Consulting Group,,,,,,,,,Aragon Consulting Group        
Secure Fortress,,,,,,,,,Secure Fortress        
EnTouch Controls,,,,,,,,,EnTouch Controls        
Vobi,,,,,,,,,Vobi        
cycleWood Solutions,,,,,,,,,cycleWood Solutions        
Ritz & Wolf Camera & Image,,,,,,,,,Ritz & Wolf Camera & Image        
Manhattan Labs,,,,,,,,,Manhattan Labs        
GOBA,,,,,,,,,GOBA        
Entigral Systems,,,,,,,,,Entigral Systems        
Integrys AssetPoint,,,,,,,,,Integrys AssetPoint        
Energy Solutions International,,,,,,,,,Energy Solutions International        
MyNines,,,,,,,,,MyNines        
eGistics,,,,,,,,,eGistics        
