company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_name,investor_region,funding_round_type,metric
SunLink,,,,,,,,,SunLink        
TPI Composites,,,,,,,,,TPI Composites        
Verdiem,,,,,,,,,Verdiem        
Verengo Solar,,,,,,,,,Verengo Solar        
Stem,,,,,,,,,Stem        
MusicHype,,,,,,,,,MusicHype        
Aver Informatics,,,,,,,,,Aver Informatics        
Eso Technologies,,,,,,,,,Eso Technologies        
Axis Three,,,,,,,,,Axis Three        
Grantoo,,,,,,,,,Grantoo        
SensiGen,,,,,,,,,SensiGen        
Quikly,,,,,,,,,Quikly        
Movaz Networks,,,,,,,,,Movaz Networks        
RentWiki,,,,,,,,,RentWiki        
RedLasso,,,,,,,,,RedLasso        
Siperian,,,,,,,,,Siperian        
Qovia,,,,,,,,,Qovia        
Triumfant,,,,,,,,,Triumfant        
Sensors for Medicine and Science,,,,,,,,,Sensors for Medicine and Science        
Blurb,,,,,,,,,Blurb        
ThisNext,,,,,,,,,ThisNext        
AdventureLink Travel Inc.,,,,,,,,,AdventureLink Travel Inc.        
Axiom Microdevices,,,,,,,,,Axiom Microdevices        
Pulse Entertainment,,,,,,,,,Pulse Entertainment        
Cocodot,,,,,,,,,Cocodot        
ARIO Data Networks,,,,,,,,,ARIO Data Networks        
GameCrush,,,,,,,,,GameCrush        
Troika Networks,,,,,,,,,Troika Networks        
Surf Air,,,,,,,,,Surf Air        
Big Frame,,,,,,,,,Big Frame        
Scopely,,,,,,,,,Scopely        
"Glossi, Inc",,,,,,,,,"Glossi, Inc        "
Metamarkets,,,,,,,,,Metamarkets        
Betterment,,,,,,,,,Betterment        
PayPerks,,,,,,,,,PayPerks        
Moven,,,,,,,,,Moven        
Trunk Club,,,,,,,,,Trunk Club        
Sailthru,,,,,,,,,Sailthru        
Solve Media,,,,,,,,,Solve Media        
Shopobot / DailyCred,,,,,,,,,Shopobot / DailyCred        
Crittercism,,,,,,,,,Crittercism        
Spree Commerce,,,,,,,,,Spree Commerce        
TastemakerX,,,,,,,,,TastemakerX        
20x200,,,,,,,,,20x200        
Mobixell Networks,,,,,,,,,Mobixell Networks        
Cadent,,,,,,,,,Cadent        
Digital Fuel,,,,,,,,,Digital Fuel        
The NewsMarket,,,,,,,,,The NewsMarket        
Innovalight,,,,,,,,,Innovalight        
Canesta,,,,,,,,,Canesta        
Solid Information Technology,,,,,,,,,Solid Information Technology        
Handmark,,,,,,,,,Handmark        
Preventsys,,,,,,,,,Preventsys        
RaySat,,,,,,,,,RaySat        
Synaptic Digital,,,,,,,,,Synaptic Digital        
Ception Therapeutics,,,,,,,,,Ception Therapeutics        
Xlumena,,,,,,,,,Xlumena        
Avedro,,,,,,,,,Avedro        
Yaupon Therapeutics,,,,,,,,,Yaupon Therapeutics        
Ceptaris Therapeutics,,,,,,,,,Ceptaris Therapeutics        
Otonomy,,,,,,,,,Otonomy        
Acacia Research,,,,,,,,,Acacia Research        
BitWave,,,,,,,,,BitWave        
Timelines,,,,,,,,,Timelines        
Hammerhead Systems,,,,,,,,,Hammerhead Systems        
Enkata Technologies,,,,,,,,,Enkata Technologies        
Sittercity,,,,,,,,,Sittercity        
SolFocus,,,,,,,,,SolFocus        
Ifbyphone,,,,,,,,,Ifbyphone        
Appolicious,,,,,,,,,Appolicious        
Metatomix,,,,,,,,,Metatomix        
AGEIA Technologies,,,,,,,,,AGEIA Technologies        
Austin Logistics Incorporated,,,,,,,,,Austin Logistics Incorporated        
SiliconBlue Technologies,,,,,,,,,SiliconBlue Technologies        
Illumitex,,,,,,,,,Illumitex        
Analyte Health,,,,,,,,,Analyte Health        
Corium International,,,,,,,,,Corium International        
SurgiQuest,,,,,,,,,SurgiQuest        
Clear Catheter Systems,,,,,,,,,Clear Catheter Systems        
CytoPherx,,,,,,,,,CytoPherx        
VideoCare,,,,,,,,,VideoCare        
Svelte Medical Systems,,,,,,,,,Svelte Medical Systems        
RenaMed Biologics,,,,,,,,,RenaMed Biologics        
Cogentus Pharmaceuticals,,,,,,,,,Cogentus Pharmaceuticals        
Lanica,,,,,,,,,Lanica        
OneRiot,,,,,,,,,OneRiot        
Collective Intellect,,,,,,,,,Collective Intellect        
mPay Gateway,,,,,,,,,mPay Gateway        
IP Commerce,,,,,,,,,IP Commerce        
Univa UD,,,,,,,,,Univa UD        
Selero,,,,,,,,,Selero        
Valen Technologies,,,,,,,,,Valen Technologies        
Ping Identity Corporation,,,,,,,,,Ping Identity Corporation        
AuctionPay,,,,,,,,,AuctionPay        
OpenLogic,,,,,,,,,OpenLogic        
SkyeTek,,,,,,,,,SkyeTek        
Roving Planet,,,,,,,,,Roving Planet        
Oxlo Systems,,,,,,,,,Oxlo Systems        
Univa,,,,,,,,,Univa        
Tokai Pharmaceuticals,,,,,,,,,Tokai Pharmaceuticals        
Gloucester Pharmaceuticals,,,,,,,,,Gloucester Pharmaceuticals        
Kosmos Biotherapeutics,,,,,,,,,Kosmos Biotherapeutics        
Infinite Power Solutions,,,,,,,,,Infinite Power Solutions        
Enphase Energy,,,,,,,,,Enphase Energy        
Solaicx,,,,,,,,,Solaicx        
Fat Spaniel Technologies,,,,,,,,,Fat Spaniel Technologies        
Advanced Inquiry Systems Inc.,,,,,,,,,Advanced Inquiry Systems Inc.        
Devicescape,,,,,,,,,Devicescape        
MTPV,,,,,,,,,MTPV        
awe.sm,,,,,,,,,awe.sm        
BOLT Solutions,,,,,,,,,BOLT Solutions        
WaterSmart Software,,,,,,,,,WaterSmart Software        
Zep Solar,,,,,,,,,Zep Solar        
Cervilenz,,,,,,,,,Cervilenz        
Accuri Cytometers,,,,,,,,,Accuri Cytometers        
Delphinus Medical Technologies,,,,,,,,,Delphinus Medical Technologies        
PathCentral,,,,,,,,,PathCentral        
My Health Direct,,,,,,,,,My Health Direct        
Wellfount,,,,,,,,,Wellfount        
Tangent Medical Technologies,,,,,,,,,Tangent Medical Technologies        
Advanced ICU Care,,,,,,,,,Advanced ICU Care        
Intellicyt,,,,,,,,,Intellicyt        
Fidelis SeniorCare,,,,,,,,,Fidelis SeniorCare        
ArborMetrix,,,,,,,,,ArborMetrix        
Paragon Airheater Technologies,,,,,,,,,Paragon Airheater Technologies        
imbookin (Pogby),,,,,,,,,imbookin (Pogby)        
UpNext,,,,,,,,,UpNext        
Careerminds Group,,,,,,,,,Careerminds Group        
Altruik,,,,,,,,,Altruik        
Roboinvest,,,,,,,,,Roboinvest        
Human Demand,,,,,,,,,Human Demand        
Idhasoft,,,,,,,,,Idhasoft        
Aspen Aerogels,,,,,,,,,Aspen Aerogels        
Prenova,,,,,,,,,Prenova        
Alloptic,,,,,,,,,Alloptic        
MOBITRAC,,,,,,,,,MOBITRAC        
Arbor Pharmaceuticals,,,,,,,,,Arbor Pharmaceuticals        
Xtera Communications,,,,,,,,,Xtera Communications        
MediaPhy,,,,,,,,,MediaPhy        
Elixir Pharmaceuticals,,,,,,,,,Elixir Pharmaceuticals        
Lycera,,,,,,,,,Lycera        
KOTURA,,,,,,,,,KOTURA        
Fate Therapeutics,,,,,,,,,Fate Therapeutics        
Receptos,,,,,,,,,Receptos        
Ensemble Discovery,,,,,,,,,Ensemble Discovery        
Bind Biosciences,,,,,,,,,Bind Biosciences        
Ciespace,,,,,,,,,Ciespace        
Ahura Scientific,,,,,,,,,Ahura Scientific        
Kilimanjaro Energy,,,,,,,,,Kilimanjaro Energy        
bluebird bio,,,,,,,,,bluebird bio        
Groove Biopharma,,,,,,,,,Groove Biopharma        
908 Devices,,,,,,,,,908 Devices        
Quanterix,,,,,,,,,Quanterix        
Syros Pharmaceuticals,,,,,,,,,Syros Pharmaceuticals        
AgBiome,,,,,,,,,AgBiome        
SocialVolt,,,,,,,,,SocialVolt        
Revolucionadolabs,,,,,,,,,Revolucionadolabs        
SupplyFrame,,,,,,,,,SupplyFrame        
Pliant Technology,,,,,,,,,Pliant Technology        
Digital Performance,,,,,,,,,Digital Performance        
Novariant,,,,,,,,,Novariant        
TRACON Pharmaceuticals,,,,,,,,,TRACON Pharmaceuticals        
Molecular Imaging,,,,,,,,,Molecular Imaging        
Sensicast Systems,,,,,,,,,Sensicast Systems        
Glacier Bay,,,,,,,,,Glacier Bay        
World Wide Packets,,,,,,,,,World Wide Packets        
PhyFlex Networks,,,,,,,,,PhyFlex Networks        
Empower Interactive,,,,,,,,,Empower Interactive        
Achronix Semiconductor,,,,,,,,,Achronix Semiconductor        
WiTricity,,,,,,,,,WiTricity        
Luminus Devices,,,,,,,,,Luminus Devices        
Yulex,,,,,,,,,Yulex        
Crown Bioscience,,,,,,,,,Crown Bioscience        
Eglue Business Technologies,,,,,,,,,Eglue Business Technologies        
Solyndra,,,,,,,,,Solyndra        
SquareTrade,,,,,,,,,SquareTrade        
Carmell Therapeutics,,,,,,,,,Carmell Therapeutics        
StackSearch,,,,,,,,,StackSearch        
"Agricultural Food Systems, LLC",,,,,,,,,"Agricultural Food Systems, LLC        "
Netmining,,,,,,,,,Netmining        
GoingOn,,,,,,,,,GoingOn        
Skyway Software,,,,,,,,,Skyway Software        
InGrid,,,,,,,,,InGrid        
Accumetrics,,,,,,,,,Accumetrics        
Tryton Medical,,,,,,,,,Tryton Medical        
Innotas,,,,,,,,,Innotas        
TriCipher,,,,,,,,,TriCipher        
BlueRoads,,,,,,,,,BlueRoads        
Appscio,,,,,,,,,Appscio        
Xceedium,,,,,,,,,Xceedium        
BeVocal,,,,,,,,,BeVocal        
MetaLINCS,,,,,,,,,MetaLINCS        
Gamma Enterprise Technologies,,,,,,,,,Gamma Enterprise Technologies        
Bioformix,,,,,,,,,Bioformix        
CrossFiber,,,,,,,,,CrossFiber        
Zentila,,,,,,,,,Zentila        
BusinessCard2,,,,,,,,,BusinessCard2        
Infusionsoft,,,,,,,,,Infusionsoft        
LeadPages,,,,,,,,,LeadPages        
Southwest Nanotechnologies,,,,,,,,,Southwest Nanotechnologies        
Myndnet,,,,,,,,,Myndnet        
InvenSense,,,,,,,,,InvenSense        
Ortiva Wireless,,,,,,,,,Ortiva Wireless        
Sierra Design Automation,,,,,,,,,Sierra Design Automation        
VuCast Media,,,,,,,,,VuCast Media        
NetDevices,,,,,,,,,NetDevices        
Zyme Solutions,,,,,,,,,Zyme Solutions        
Pricelock,,,,,,,,,Pricelock        
Guavus,,,,,,,,,Guavus        
Prysm,,,,,,,,,Prysm        
adBrite,,,,,,,,,adBrite        
Silver Peak Systems,,,,,,,,,Silver Peak Systems        
Open Silicon,,,,,,,,,Open Silicon        
Oorja Protonics,,,,,,,,,Oorja Protonics        
SchemaLogic,,,,,,,,,SchemaLogic        
Povo,,,,,,,,,Povo        
Cinelan,,,,,,,,,Cinelan        
YCD Multimedia,,,,,,,,,YCD Multimedia        
SwapDrive,,,,,,,,,SwapDrive        
Provigent,,,,,,,,,Provigent        
Breach Security,,,,,,,,,Breach Security        
SintecMedia,,,,,,,,,SintecMedia        
NextNine,,,,,,,,,NextNine        
Tripology,,,,,,,,,Tripology        
Mogreet,,,,,,,,,Mogreet        
DimensionU (formerly Tabula Digita),,,,,,,,,DimensionU (formerly Tabula Digita)        
ITM Software,,,,,,,,,ITM Software        
StrikeIron,,,,,,,,,StrikeIron        
Schoolnet,,,,,,,,,Schoolnet        
Playboox,,,,,,,,,Playboox        
Send Word Now,,,,,,,,,Send Word Now        
NextMedium,,,,,,,,,NextMedium        
ClassLink,,,,,,,,,ClassLink        
Augmenix,,,,,,,,,Augmenix        
EKOS Corporation,,,,,,,,,EKOS Corporation        
Phreesia,,,,,,,,,Phreesia        
Sonoma Orthopedics,,,,,,,,,Sonoma Orthopedics        
Pathogenetix,,,,,,,,,Pathogenetix        
BodyMedia,,,,,,,,,BodyMedia        
NaviHealth,,,,,,,,,NaviHealth        
Vivify Health,,,,,,,,,Vivify Health        
"GetWellNetwork, Inc.",,,,,,,,,"GetWellNetwork, Inc.        "
Quantros,,,,,,,,,Quantros        
Coferon,,,,,,,,,Coferon        
ZoomInfo,,,,,,,,,ZoomInfo        
TimeTrade Systems,,,,,,,,,TimeTrade Systems        
Fidelis Security Systems,,,,,,,,,Fidelis Security Systems        
WebLayers,,,,,,,,,WebLayers        
ClickFox,,,,,,,,,ClickFox        
Auction Holdings,,,,,,,,,Auction Holdings        
HubCast,,,,,,,,,HubCast        
V.i. Laboratories,,,,,,,,,V.i. Laboratories        
Interactive Supercomputing,,,,,,,,,Interactive Supercomputing        
Terascala,,,,,,,,,Terascala        
BEZ Systems,,,,,,,,,BEZ Systems        
Pyxis Mobile,,,,,,,,,Pyxis Mobile        
Bluesocket,,,,,,,,,Bluesocket        
Whaleback Systems,,,,,,,,,Whaleback Systems        
Everyday Solutions,,,,,,,,,Everyday Solutions        
Network Intelligence,,,,,,,,,Network Intelligence        
Verivo Software,,,,,,,,,Verivo Software        
CloudLock,,,,,,,,,CloudLock        
Startapp,,,,,,,,,Startapp        
ScaleBase,,,,,,,,,ScaleBase        
InstaMed,,,,,,,,,InstaMed        
ECI Telecom,,,,,,,,,ECI Telecom        
Ciris Energy,,,,,,,,,Ciris Energy        
HealthSpring,,,,,,,,,HealthSpring        
MaxLinear,,,,,,,,,MaxLinear        
Clear Shape Technologies,,,,,,,,,Clear Shape Technologies        
Parade Technologies,,,,,,,,,Parade Technologies        
GuestCentric Systems,,,,,,,,,GuestCentric Systems        
Amperion,,,,,,,,,Amperion        
MediciNova,,,,,,,,,MediciNova        
Loomia,,,,,,,,,Loomia        
db4objects,,,,,,,,,db4objects        
BiPar Sciences,,,,,,,,,BiPar Sciences        
CAPNIA,,,,,,,,,CAPNIA        
Novare Surgical,,,,,,,,,Novare Surgical        
Servo Software,,,,,,,,,Servo Software        
HighTower Advisors,,,,,,,,,HighTower Advisors        
Artfact,,,,,,,,,Artfact        
Novocell,,,,,,,,,Novocell        
Athena Design Systems,,,,,,,,,Athena Design Systems        
Keepsafe,,,,,,,,,Keepsafe        
ooma,,,,,,,,,ooma        
ICON Aircraft,,,,,,,,,ICON Aircraft        
HealthTap,,,,,,,,,HealthTap        
Skybox Imaging,,,,,,,,,Skybox Imaging        
lark,,,,,,,,,lark        
Viamet Pharmaceuticals,,,,,,,,,Viamet Pharmaceuticals        
PhaseBio Pharmaceuticals,,,,,,,,,PhaseBio Pharmaceuticals        
CPower,,,,,,,,,CPower        
Agilence,,,,,,,,,Agilence        
EcoFactor,,,,,,,,,EcoFactor        
BuildingIQ,,,,,,,,,BuildingIQ        
FibeRio,,,,,,,,,FibeRio        
Breker Verification Systems,,,,,,,,,Breker Verification Systems        
Alter-G,,,,,,,,,Alter-G        
Repair Report,,,,,,,,,Repair Report        
ASSIA,,,,,,,,,ASSIA        
VMIX Media,,,,,,,,,VMIX Media        
RipCode,,,,,,,,,RipCode        
EoPlex Technologies,,,,,,,,,EoPlex Technologies        
Altierre,,,,,,,,,Altierre        
FastScaleTechnology,,,,,,,,,FastScaleTechnology        
Rivulet Communications,,,,,,,,,Rivulet Communications        
NeoPhotonics,,,,,,,,,NeoPhotonics        
YottaMark,,,,,,,,,YottaMark        
Jobvite,,,,,,,,,Jobvite        
AdventEnna,,,,,,,,,AdventEnna        
Cswitch,,,,,,,,,Cswitch        
TeleCIS Wireless,,,,,,,,,TeleCIS Wireless        
ReVera,,,,,,,,,ReVera        
Agistics,,,,,,,,,Agistics        
uCirrus,,,,,,,,,uCirrus        
St. Bernard Software,,,,,,,,,St. Bernard Software        
Milyoni,,,,,,,,,Milyoni        
SalesPortal,,,,,,,,,SalesPortal        
Kazaana,,,,,,,,,Kazaana        
AccelOps,,,,,,,,,AccelOps        
IntelePeer,,,,,,,,,IntelePeer        
Reply! Inc.,,,,,,,,,Reply! Inc.        
Altheos,,,,,,,,,Altheos        
Sendio,,,,,,,,,Sendio        
LigoCyte Pharmaceuticals,,,,,,,,,LigoCyte Pharmaceuticals        
Comet Solutions,,,,,,,,,Comet Solutions        
Microfabrica,,,,,,,,,Microfabrica        
BioFire Diagnostics,,,,,,,,,BioFire Diagnostics        
SynCardia Systems,,,,,,,,,SynCardia Systems        
HireIQ Solutions,,,,,,,,,HireIQ Solutions        
Verdeeco,,,,,,,,,Verdeeco        
Wisegate,,,,,,,,,Wisegate        
ADmantX,,,,,,,,,ADmantX        
Envivio,,,,,,,,,Envivio        
GloNav,,,,,,,,,GloNav        
Sophia Search,,,,,,,,,Sophia Search        
GigaTrust,,,,,,,,,GigaTrust        
Anchor Bay Technologies,,,,,,,,,Anchor Bay Technologies        
Gotuit,,,,,,,,,Gotuit        
Songbird,,,,,,,,,Songbird        
SimpleTuition,,,,,,,,,SimpleTuition        
Extend Media,,,,,,,,,Extend Media        
OwnerIQ,,,,,,,,,OwnerIQ        
DataXu,,,,,,,,,DataXu        
Kalido,,,,,,,,,Kalido        
Stromedix,,,,,,,,,Stromedix        
Mascoma,,,,,,,,,Mascoma        
EnglishCentral,,,,,,,,,EnglishCentral        
On-Q-ity,,,,,,,,,On-Q-ity        
Liquid Machines,,,,,,,,,Liquid Machines        
Pixtronix,,,,,,,,,Pixtronix        
Marathon Technologies,,,,,,,,,Marathon Technologies        
Adnexus,,,,,,,,,Adnexus        
Bluespec,,,,,,,,,Bluespec        
Xytis,,,,,,,,,Xytis        
Scali,,,,,,,,,Scali        
BlueShift Technologies,,,,,,,,,BlueShift Technologies        
Starbak,,,,,,,,,Starbak        
CLK Design Automation,,,,,,,,,CLK Design Automation        
Integral Ad Science,,,,,,,,,Integral Ad Science        
LearnBoost,,,,,,,,,LearnBoost        
Ellacoya Networks,,,,,,,,,Ellacoya Networks        
Apogee Photonics,,,,,,,,,Apogee Photonics        
Tribotek,,,,,,,,,Tribotek        
MileWise,,,,,,,,,MileWise        
Nimbus Discovery,,,,,,,,,Nimbus Discovery        
Abine,,,,,,,,,Abine        
Fundraise.com,,,,,,,,,Fundraise.com        
PowerInbox,,,,,,,,,PowerInbox        
Namesake,,,,,,,,,Namesake        
Arteaus Therapeutics,,,,,,,,,Arteaus Therapeutics        
Objective Logistics,,,,,,,,,Objective Logistics        
RaNA Therapeutics,,,,,,,,,RaNA Therapeutics        
Mojo Motors,,,,,,,,,Mojo Motors        
PLASTIQ,,,,,,,,,PLASTIQ        
LuckyLabs,,,,,,,,,LuckyLabs        
Recorded Future,,,,,,,,,Recorded Future        
Snapguide,,,,,,,,,Snapguide        
DraftKings,,,,,,,,,DraftKings        
Annovation BioPharma,,,,,,,,,Annovation BioPharma        
Sqrrl,,,,,,,,,Sqrrl        
Spindle,,,,,,,,,Spindle        
Plizy,,,,,,,,,Plizy        
HStreaming,,,,,,,,,HStreaming        
Vurb,,,,,,,,,Vurb        
clypd,,,,,,,,,clypd        
Bluetrain Mobile,,,,,,,,,Bluetrain Mobile        
Rocketmiles,,,,,,,,,Rocketmiles        
Skillz,,,,,,,,,Skillz        
BuysideFX,,,,,,,,,BuysideFX        
CustomMade,,,,,,,,,CustomMade        
Signal Data,,,,,,,,,Signal Data        
Patreon,,,,,,,,,Patreon        
ZappRx,,,,,,,,,ZappRx        
Enliven Marketing Technologies,,,,,,,,,Enliven Marketing Technologies        
WooMe,,,,,,,,,WooMe        
DECA,,,,,,,,,DECA        
Jott,,,,,,,,,Jott        
Grows Up,,,,,,,,,Grows Up        
Memolane,,,,,,,,,Memolane        
Quid,,,,,,,,,Quid        
Incentive Logic,,,,,,,,,Incentive Logic        
Performance Technology,,,,,,,,,Performance Technology        
Dilithium Networks,,,,,,,,,Dilithium Networks        
Surreal Games,,,,,,,,,Surreal Games        
BRIGHTER DENTAL CARE,,,,,,,,,BRIGHTER DENTAL CARE        
AvaLAN Wireless Systems,,,,,,,,,AvaLAN Wireless Systems        
Monster Offers,,,,,,,,,Monster Offers        
Snapfish,,,,,,,,,Snapfish        
PEX Card,,,,,,,,,PEX Card        
Jaxtr,,,,,,,,,Jaxtr        
Splunk,,,,,,,,,Splunk        
PacketTrap Networks,,,,,,,,,PacketTrap Networks        
Aardvark,,,,,,,,,Aardvark        
DNN Corp,,,,,,,,,DNN Corp        
SkyPilot Networks,,,,,,,,,SkyPilot Networks        
OPENLANE,,,,,,,,,OPENLANE        
Magnum Semiconductor,,,,,,,,,Magnum Semiconductor        
Luminate,,,,,,,,,Luminate        
Swoopo,,,,,,,,,Swoopo        
Mimosa Systems,,,,,,,,,Mimosa Systems        
Gravity,,,,,,,,,Gravity        
Ubicom,,,,,,,,,Ubicom        
Virsto Software,,,,,,,,,Virsto Software        
Bill.com,,,,,,,,,Bill.com        
INRIX,,,,,,,,,INRIX        
Xirrus,,,,,,,,,Xirrus        
SuVolta,,,,,,,,,SuVolta        
Livemocha,,,,,,,,,Livemocha        
threadsy,,,,,,,,,threadsy        
Summit Microelectronics,,,,,,,,,Summit Microelectronics        
Nomis Solutions,,,,,,,,,Nomis Solutions        
Blippy,,,,,,,,,Blippy        
Reconnex,,,,,,,,,Reconnex        
Encentuate,,,,,,,,,Encentuate        
Trumba Corporation,,,,,,,,,Trumba Corporation        
RelayRides,,,,,,,,,RelayRides        
Alta Devices,,,,,,,,,Alta Devices        
Reputation.com,,,,,,,,,Reputation.com        
RetailNext,,,,,,,,,RetailNext        
Aisle50,,,,,,,,,Aisle50        
Adara Media,,,,,,,,,Adara Media        
Flingo,,,,,,,,,Flingo        
ThreatMetrix,,,,,,,,,ThreatMetrix        
PubMatic,,,,,,,,,PubMatic        
DITTO.com,,,,,,,,,DITTO.com        
Netpulse,,,,,,,,,Netpulse        
Eat Club,,,,,,,,,Eat Club        
AvantCredit,,,,,,,,,AvantCredit        
Fastly,,,,,,,,,Fastly        
RiffTrax,,,,,,,,,RiffTrax        
Legend3D,,,,,,,,,Legend3D        
Innovative Silicon,,,,,,,,,Innovative Silicon        
eXo,,,,,,,,,eXo        
Genocea Biosciences,,,,,,,,,Genocea Biosciences        
Codenvy,,,,,,,,,Codenvy        
Argos Therapeutics,,,,,,,,,Argos Therapeutics        
Splitcast Technology,,,,,,,,,Splitcast Technology        
Junar,,,,,,,,,Junar        
Trigemina,,,,,,,,,Trigemina        
BinWise,,,,,,,,,BinWise        
Bullhorn,,,,,,,,,Bullhorn        
Slacker,,,,,,,,,Slacker        
Thoof,,,,,,,,,Thoof        
Bazaarvoice,,,,,,,,,Bazaarvoice        
FiveRuns,,,,,,,,,FiveRuns        
divorce360,,,,,,,,,divorce360        
BreakingPoint Systems,,,,,,,,,BreakingPoint Systems        
FameCast,,,,,,,,,FameCast        
NileGuide,,,,,,,,,NileGuide        
Innography,,,,,,,,,Innography        
SailPoint Technologies,,,,,,,,,SailPoint Technologies        
Paymetric,,,,,,,,,Paymetric        
NetStreams,,,,,,,,,NetStreams        
Validity Sensors,,,,,,,,,Validity Sensors        
Workstreamer,,,,,,,,,Workstreamer        
